,YEAR,FOCAL_DEPTH,EQ_PRIMARY,LATITUDE,LONGITUDE
4598,1987,10,7.9,58.679,-142.786
4599,1987,63,6.0,35.362,140.214
4600,1988,14,5.5,38.111,106.336
4601,1988,24,5.8,41.246,19.63
4602,1988,5,6.3,-19.847,133.803
4603,1988,5,6.7,-19.829,133.882
4604,1988,37,6.7,-24.753,-70.433
4605,1988,33,5.8,24.688,91.57
4606,1988,15,7.8,57.262,-142.747
4607,1988,33,5.7,30.89,50.194
4608,1988,17,6.2,12.376,121.067
4609,1988,53,5.4,18.606,121.013
4610,1988,53,6.8,-5.964,148.78
4611,1988,51,5.7,23.902,121.598
4612,1988,91,7.2,25.149,95.127
4613,1988,36,7.6,-10.258,160.896
4614,1988,33,6.1,29.974,51.679
4615,1988,57,6.6,26.755,86.616
4616,1988,0,4.3,-6.06,146.23
4617,1988,11,5.0,37.18,71.811
4618,1988,25,5.8,37.938,20.932
4619,1988,12,5.6,36.443,2.759
4620,1988,69,6.0,13.881,-90.45
4621,1988,33,5.7,19.08,-67.256
4622,1988,18,7.3,22.789,99.611
4623,1988,10,6.4,23.181,99.439
4624,1988,10,4.6,21.23,108.545
4625,1988,16,4.7,18.068,-76.597
4626,1988,19,6.6,12.399,124.537
4627,1988,11,5.3,37.938,-26.142
4628,1988,29,5.8,48.117,-71.183
4629,1988,5,6.8,40.987,44.185
4630,1989,33,5.3,38.465,68.694
4631,1989,32,5.6,1.031,126.189
4632,1989,10,4.4,40.027,41.816
4633,1989,53,5.4,-4.346,152.797
4634,1989,30,6.1,-13.702,34.42
4635,1989,13,6.2,29.987,99.195
4636,1989,19,6.8,16.773,-99.328
4637,1989,33,5.1,29.964,51.655
4638,1989,16,5.2,11.038,-68.27
4639,1989,33,5.6,23.553,99.526
4640,1989,10,8.2,-52.341,160.568
4641,1989,31,5.8,30.167,50.921
4642,1989,6,5.1,21.861,89.763
4643,1989,15,6.1,1.134,-79.616
4644,1989,9,6.1,19.362,-155.083
4645,1989,11,5.7,39.112,-28.242
4646,1989,5,5.0,34.942,139.193
4647,1989,10,6.2,-8.081,125.129
4648,1989,14,5.8,-4.511,139.022
4649,1989,18,5.0,43.522,45.362
4650,1989,12,6.3,11.766,41.942
4651,1989,9,6.0,-4.219,136.667
4652,1989,11,6.9,55.543,-156.835
4653,1989,15,6.1,31.583,102.433
4654,1989,42,4.7,30.96,51.421
4655,1989,19,6.9,37.036,-121.883
4656,1989,10,5.3,39.893,113.884
4657,1989,10,6.6,39.571,143.333
4658,1989,6,5.7,36.788,2.448
4659,1989,26,4.4,18.986,-68.833
4660,1989,29,7.4,39.837,142.76
4661,1989,33,4.7,29.882,106.804
4662,1989,18,5.9,29.892,57.718
4663,1989,24,7.5,8.337,126.729
4664,1989,10,5.4,-32.967,151.619
4665,1990,26,6.6,9.755,124.694
4666,1990,14,6.4,34.706,139.252
4667,1990,5,5.5,34.14,-117.7
4668,1990,33,7.6,-22.122,175.163
4669,1990,10,6.1,28.925,66.331
4670,1990,22,7.0,9.919,-84.808
4671,1990,33,6.3,37.034,72.942
4672,1990,39,5.5,9.253,125.606
4673,1990,18,4.7,52.314,-2.985
4674,1990,11,7.5,15.125,147.596
4675,1990,33,6.2,39.436,74.9
4676,1990,26,7.6,1.186,122.857
4677,1990,47,4.7,31.107,51.678
4678,1990,8,6.9,35.986,100.245
4679,1990,10,5.4,40.775,15.766
4680,1990,21,6.3,-40.296,176.064
4681,1990,15,7.1,5.121,32.145
4682,1990,16,7.0,5.358,31.848
4683,1990,24,6.5,-6.016,-77.229
4684,1990,89,6.7,45.841,26.668
4685,1990,88,6.1,45.811,26.769
4686,1990,10,4.6,9.855,-84.327
4687,1990,26,4.9,-6.062,-77.136
4688,1990,18,7.1,11.76,121.899
4689,1990,58,6.8,47.869,85.076
4690,1990,15,6.3,27.398,65.719
4691,1990,19,7.7,36.957,49.409
4692,1990,15,5.3,36.636,49.799
4693,1990,14,4.8,-6.904,108.12
4694,1990,217,5.6,36.415,70.789
4695,1990,25,7.8,15.679,121.172
4696,1990,17,5.1,36.99,29.595
4697,1990,126,6.4,-15.355,167.464
4698,1990,33,6.1,47.963,84.961
4699,1990,5,4.4,-0.059,-78.449
4700,1990,10,6.5,33.267,138.643
4701,1990,5,4.2,-28.014,26.727
4702,1990,33,4.5,47.903,84.961
4703,1990,5,4.0,-26.39,27.349
4704,1990,12,5.8,37.093,103.781
4705,1990,114,6.0,35.121,70.486
4706,1990,11,6.7,28.251,55.462
4707,1990,48,6.8,3.908,97.457
4708,1990,24,5.6,43.853,16.633
4709,1990,29,4.6,40.854,73.553
4710,1990,11,5.3,37.3,15.438
4711,1990,12,6.2,23.916,121.636
4712,1990,10,6.3,23.722,121.627
4713,1990,13,5.9,41.004,22.3
4714,1990,17,5.7,9.869,-84.302
4715,1990,179,7.5,-5.097,150.967
4716,1991,20,7.1,23.613,95.901
4717,1991,142,6.4,35.993,70.423
4718,1991,10,6.9,-9.929,159.139
4719,1991,5,3.8,44.885,6.76
4720,1991,39,5.7,48.268,154.328
4721,1991,20,6.7,58.427,-175.45
4722,1991,21,6.1,40.386,78.959
4723,1991,10,5.5,39.887,113.923
4724,1991,21,6.4,-6.038,-77.13
4725,1991,20,6.7,-5.982,-77.094
4726,1991,33,5.1,37.457,68.273
4727,1991,33,4.1,36.416,70.912
4728,1991,10,7.6,9.685,-83.073
4729,1991,33,4.5,39.597,41.118
4730,1991,17,7.0,42.453,43.673
4731,1991,10,6.2,9.542,-82.418
4732,1991,14,4.9,42.565,43.349
4733,1991,33,4.5,5.865,116.746
4734,1991,9,6.1,42.461,44.009
4735,1991,10,5.5,15.119,120.355
4736,1991,26,4.5,39.984,42.875
4737,1991,31,7.5,1.196,122.787
4738,1991,11,5.1,34.262,-118.002
4739,1991,29,6.5,-8.099,124.681
4740,1991,11,5.6,45.364,21.057
4741,1991,12,5.6,44.888,22.407
4742,1991,5,4.7,-15.679,-71.574
4743,1991,26,5.1,36.52,44.066
4744,1991,5,4.7,9.737,-84.054
4745,1991,10,5.2,10.045,-69.948
4746,1991,12,6.2,40.235,-124.348
4747,1991,88,5.6,-40.25,175.053
4748,1991,5,6.2,14.646,-90.986
4749,1991,23,7.2,-9.094,158.442
4750,1991,10,7.0,30.78,78.774
4751,1991,39,5.4,30.666,50.218
4752,1991,22,5.0,26.323,70.607
4753,1991,21,6.4,4.554,-77.442
4754,1991,10,4.7,13.887,44.068
4755,1991,16,5.0,36.924,49.603
4756,1991,9,5.5,45.498,21.115
4757,1991,24,7.6,45.533,151.021
4758,1992,8,3.7,18.0,108.0
4759,1992,100,5.6,35.106,139.644
4760,1992,58,4.4,-7.138,109.067
4761,1992,18,4.6,31.726,50.778
4762,1992,27,6.9,39.71,39.605
4763,1992,21,5.2,51.153,5.798
4764,1992,12,6.3,33.961,-116.318
4765,1992,15,7.1,40.368,-124.316
4766,1992,50,6.2,41.019,72.429
4767,1992,33,7.5,7.191,126.762
4768,1992,16,6.0,33.377,71.317
4769,1992,23,7.0,19.613,-77.872
4770,1992,19,7.0,-11.122,165.239
4771,1992,1,7.6,34.201,-116.436
4772,1992,5,6.7,34.203,-116.827
4773,1992,9,5.4,36.705,-116.293
4774,1992,29,7.0,39.419,143.33
4775,1992,16,6.3,32.536,141.641
4776,1992,27,7.5,42.142,73.575
4777,1992,9,5.5,29.087,66.74
4778,1992,40,7.7,11.727,-87.386
4779,1992,18,4.7,29.134,52.187
4780,1992,11,7.0,-6.087,26.651
4781,1992,22,5.3,29.778,31.144
4782,1992,14,7.0,6.845,-76.806
4783,1992,10,7.4,7.075,-76.862
4784,1992,28,7.8,-8.48,121.896
4785,1993,102,7.6,43.3,143.691
4786,1993,33,5.6,23.027,101.062
4787,1993,33,5.1,32.104,60.088
4788,1993,11,6.3,37.634,137.245
4789,1993,10,6.4,-14.385,-178.252
4790,1993,12,6.2,29.084,87.333
4791,1993,21,5.6,45.035,-122.607
4792,1993,30,5.1,30.692,50.886
4793,1993,106,6.3,-11.652,-76.53
4794,1993,71,7.5,51.218,157.829
4795,1993,20,6.6,-28.886,-176.819
4796,1993,33,5.4,30.149,50.814
4797,1993,20,5.8,9.821,-83.622
4798,1993,17,7.7,42.851,139.197
4799,1993,23,5.6,38.224,21.756
4800,1993,13,5.5,15.385,31.69
4801,1993,13,6.3,41.985,139.839
4802,1993,59,7.8,12.982,144.801
4803,1993,34,7.2,14.717,-92.645
4804,1993,11,6.0,42.314,-122.012
4805,1993,7,6.2,18.066,76.451
4806,1993,25,6.9,-5.889,146.02
4807,1993,37,5.1,28.723,82.28
4808,1993,10,4.6,18.12,76.533
4809,1993,34,7.0,51.934,158.647
4810,1993,18,5.6,39.263,75.533
4811,1994,8,5.7,36.028,100.104
4812,1994,5,4.6,40.33,-76.037
4813,1994,18,6.7,34.213,-118.537
4814,1994,20,7.0,1.015,127.733
4815,1994,8,5.8,42.762,-110.976
4816,1994,14,6.2,0.593,30.037
4817,1994,23,6.9,-4.967,104.302
4818,1994,6,6.1,30.853,60.596
4819,1994,13,6.1,29.096,52.617
4820,1994,59,5.4,19.803,-72.799
4821,1994,563,7.6,-18.039,-178.413
4822,1994,13,6.4,40.608,143.683
4823,1994,19,6.1,36.901,67.163
4824,1994,16,6.5,23.959,122.448
4825,1994,18,7.8,-10.477,112.835
4826,1994,26,6.6,-10.362,112.892
4827,1994,11,6.5,-10.777,113.366
4828,1994,11,6.4,24.511,121.905
4829,1994,17,6.1,-10.341,113.369
4830,1994,12,6.8,2.917,-76.057
4831,1994,631,8.2,-13.841,-67.553
4832,1994,14,6.8,-42.963,171.658
4833,1994,9,5.9,28.968,52.614
4834,1994,9,5.9,35.52,-0.106
4835,1994,10,7.0,40.402,-125.68
4836,1994,14,8.3,43.773,147.321
4837,1994,17,6.8,-1.258,127.98
4838,1994,33,7.3,43.905,147.916
4839,1994,32,7.1,13.525,121.067
4840,1994,23,5.5,40.741,-124.31
4841,1994,27,7.8,40.525,143.419
4842,1994,33,5.3,20.524,109.33
4843,1995,22,6.9,34.583,135.018
4844,1995,17,6.5,5.05,-72.916
4845,1995,21,7.1,-37.759,178.752
4846,1995,74,6.4,4.104,-76.622
4847,1995,10,5.9,35.046,32.279
4848,1995,33,6.9,-4.183,135.109
4849,1995,11,5.4,37.925,139.186
4850,1995,21,7.4,-15.199,-173.529
4851,1995,21,7.2,12.059,125.58
4852,1995,23,6.8,12.047,125.92
4853,1995,14,6.6,40.149,21.695
4854,1995,13,6.9,-8.452,125.049
4855,1995,20,7.7,-23.008,169.9
4856,1995,11,7.1,52.629,142.827
4857,1995,14,6.5,38.401,22.283
4858,1995,13,6.8,21.966,99.196
4859,1995,13,5.6,36.427,103.123
4860,1995,46,8.0,-23.34,-70.294
4861,1995,30,7.7,-5.799,154.178
4862,1995,23,7.4,16.779,-98.597
4863,1995,33,6.4,38.063,30.134
4864,1995,24,7.0,-2.75,-77.881
4865,1995,9,6.0,65.17,-148.565
4866,1995,33,6.8,-2.045,101.436
4867,1995,33,8.0,19.055,-104.205
4868,1995,28,7.1,27.929,130.175
4869,1995,20,6.8,28.094,130.148
4870,1995,10,6.2,26.003,102.227
4871,1995,20,6.7,-28.906,-71.417
4872,1995,10,7.2,28.826,34.799
4873,1995,33,7.9,44.663,149.3
4874,1996,24,7.9,0.729,119.931
4875,1996,11,6.6,27.291,100.276
4876,1996,33,8.2,-0.891,136.952
4877,1996,10,7.5,-9.593,-79.587
4878,1996,21,7.1,15.978,-98.07
4879,1996,28,6.3,39.993,76.696
4880,1996,33,5.9,-1.036,-78.737
4881,1996,44,7.2,-6.518,154.999
4882,1996,26,6.0,40.774,109.661
4883,1996,33,7.9,51.564,-177.632
4884,1996,24,7.3,51.478,-176.847
4885,1996,33,5.7,31.555,139.931
4886,1996,10,6.9,-22.118,-113.436
4887,1996,10,6.0,42.803,17.936
4888,1996,20,6.8,21.898,121.498
4889,1996,10,6.6,30.568,131.093
4890,1996,22,6.7,31.885,131.468
4891,1996,33,7.7,-14.993,-75.675
4892,1996,49,6.7,31.789,131.314
4893,1997,22,5.8,41.026,74.284
4894,1997,33,7.2,18.219,-102.756
4895,1997,10,4.7,40.956,19.672
4896,1997,33,5.9,39.474,76.998
4897,1997,10,6.5,37.661,57.291
4898,1997,33,7.1,29.976,68.208
4899,1997,10,6.1,38.075,48.05
4900,1997,22,5.6,39.422,76.839
4901,1997,50,4.9,34.872,71.62
4902,1997,10,6.1,31.92,130.429
4903,1997,33,5.9,39.513,76.865
4904,1997,33,6.0,39.537,76.998
4905,1997,15,6.2,39.527,76.941
4906,1997,33,7.7,-12.584,166.676
4907,1997,5,6.7,11.112,-60.892
4908,1997,101,6.5,13.986,144.901
4909,1997,10,7.2,33.825,59.809
4910,1997,196,6.4,36.411,70.945
4911,1997,36,5.8,23.083,80.041
4912,1997,10,5.9,33.938,59.475
4913,1997,20,7.0,10.598,-63.486
4914,1997,5,5.0,-26.857,26.619
4915,1997,33,6.0,4.358,96.494
4916,1997,10,5.7,43.048,12.879
4917,1997,10,6.0,43.084,12.812
4918,1997,33,5.9,-3.776,119.727
4919,1997,10,6.2,31.959,141.878
4920,1997,167,7.7,-22.101,-176.772
4921,1997,58,7.1,-30.933,-71.22
4922,1997,33,7.5,35.069,87.325
4923,1997,33,6.6,37.57,20.656
4924,1997,54,6.1,22.212,92.702
4925,1997,24,7.0,1.241,122.536
4926,1997,33,7.8,54.841,162.035
4927,1998,30,5.7,41.083,114.5
4928,1998,33,6.6,14.374,-91.473
4929,1998,33,6.3,15.883,-96.298
4930,1998,33,5.9,37.075,70.089
4931,1998,236,6.4,36.479,71.086
4932,1998,9,6.6,30.154,57.605
4933,1998,33,5.6,39.977,76.731
4934,1998,10,8.1,-62.877,149.527
4935,1998,10,5.2,43.164,12.701
4936,1998,33,5.8,32.457,59.976
